STATE/UT,YEAR,CRIME HEAD,Male 16-18 years,Female 16-18 years,Total 16-18 years,Male 18-30 years,Female 18-30 years,Total 18-30 years,Male 30-50 years,Female 30-50 years,Total 30-50 years,Male Above 50 years,Female Above 50 years,Total Above 50 years,Total Male,Total Female,Grand Total
MIZORAM,2005,ATTEMPT TO COMMIT MURDER,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5
MIZORAM,2005,C.H. NOT AMOUNTING TO MURDER,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
MIZORAM,2005,RAPE,0,0,0,6,0,6,8,0,8,0,0,0,14,0,14
MIZORAM,2005,KIDNAPPING AND ABDUCTION,0,0,0,2,0,2,1,0,1,0,0,0,3,0,3
MIZORAM,2005,DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2005,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2005,ROBBERY,1,0,1,5,0,5,5,0,5,0,0,0,11,0,11
MIZORAM,2005,BURGLARY,2,0,2,8,0,8,8,0,8,0,0,0,18,0,18
MIZORAM,2005,THEFTS,9,0,9,30,7,37,0,0,0,0,0,0,39,7,46
MIZORAM,2005,EXTORTION,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
MIZORAM,2005,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2005,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2005,CRIMINAL BREACH OF TRUST,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
MIZORAM,2005,CHEATING,1,0,1,8,0,8,3,9,12,0,0,0,12,9,21
MIZORAM,2005,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2005,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2005,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2005,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2005,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2005,OTHER IPC CRIMES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2005,TOTAL IPC,13,0,13,70,7,77,40,9,49,0,0,0,123,16,139
MIZORAM,2006,MURDER,0,0,0,7,0,7,14,0,14,0,0,0,21,0,21
MIZORAM,2006,ATTEMPT TO COMMIT MURDER,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
MIZORAM,2006,C.H. NOT AMOUNTING TO MURDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2006,RAPE,0,0,0,6,0,6,16,0,16,0,0,0,22,0,22
MIZORAM,2006,KIDNAPPING AND ABDUCTION,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
MIZORAM,2006,DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2006,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2006,ROBBERY,0,0,0,15,4,19,2,0,2,0,0,0,17,4,21
MIZORAM,2006,BURGLARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2006,THEFTS,0,0,0,21,0,21,12,0,12,0,0,0,33,0,33
MIZORAM,2006,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2006,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2006,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2006,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2006,CHEATING,0,0,0,0,0,0,5,1,6,0,0,0,5,1,6
MIZORAM,2006,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2006,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2006,MOLESTATION,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
MIZORAM,2006,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2006,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2006,OTHER IPC CRIMES,0,0,0,11,4,15,1,3,4,0,0,0,12,7,19
MIZORAM,2006,TOTAL IPC,0,0,0,64,8,72,50,4,54,0,0,0,114,12,126
MIZORAM,2007,MURDER,0,0,0,8,0,8,3,0,3,2,0,2,13,0,13
MIZORAM,2007,ATTEMPT TO COMMIT MURDER,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2
MIZORAM,2007,C.H. NOT AMOUNTING TO MURDER,0,0,0,0,0,0,3,1,4,0,0,0,3,1,4
MIZORAM,2007,RAPE,0,0,0,5,0,5,10,0,10,3,0,3,18,0,18
MIZORAM,2007,KIDNAPPING AND ABDUCTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,ROBBERY,0,0,0,7,0,7,3,0,3,0,0,0,10,0,10
MIZORAM,2007,BURGLARY,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7
MIZORAM,2007,THEFTS,0,0,0,63,4,67,25,0,25,1,0,1,89,4,93
MIZORAM,2007,EXTORTION,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
MIZORAM,2007,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,CHEATING,0,0,0,0,0,0,3,1,4,0,0,0,3,1,4
MIZORAM,2007,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,MOLESTATION,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
MIZORAM,2007,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2007,OTHER IPC CRIMES,0,0,0,11,1,12,2,0,2,0,0,0,13,1,14
MIZORAM,2007,TOTAL IPC,0,0,0,102,5,107,53,2,55,6,0,6,161,7,168
MIZORAM,2008,MURDER,0,0,0,6,0,6,1,0,1,2,0,2,9,0,9
MIZORAM,2008,ATTEMPT TO COMMIT MURDER,0,0,0,9,0,9,7,0,7,4,0,4,20,0,20
MIZORAM,2008,C.H. NOT AMOUNTING TO MURDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,RAPE,0,0,0,10,0,10,15,0,15,0,0,0,25,0,25
MIZORAM,2008,KIDNAPPING AND ABDUCTION,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
MIZORAM,2008,DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,ROBBERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,BURGLARY,0,0,0,9,0,9,0,0,0,0,0,0,9,0,9
MIZORAM,2008,THEFTS,0,0,0,65,1,66,49,0,49,0,0,0,114,1,115
MIZORAM,2008,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,CHEATING,0,0,0,5,0,5,1,1,2,0,0,0,6,1,7
MIZORAM,2008,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,MOLESTATION,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
MIZORAM,2008,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2008,OTHER IPC CRIMES,0,0,0,9,0,9,11,0,11,1,1,2,21,1,22
MIZORAM,2008,TOTAL IPC,0,0,0,115,1,116,85,1,86,7,1,8,207,3,210
MIZORAM,2009,MURDER,0,0,0,7,0,7,4,0,4,0,0,0,11,0,11
MIZORAM,2009,ATTEMPT TO COMMIT MURDER,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
MIZORAM,2009,C.H. NOT AMOUNTING TO MURDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2009,RAPE,0,0,0,15,0,15,13,0,13,2,0,2,30,0,30
MIZORAM,2009,KIDNAPPING AND ABDUCTION,0,0,0,7,0,7,4,0,4,0,0,0,11,0,11
MIZORAM,2009,DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2009,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2009,ROBBERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2009,BURGLARY,0,0,0,10,0,10,3,0,3,0,0,0,13,0,13
MIZORAM,2009,THEFTS,0,0,0,106,0,106,24,2,26,4,0,4,134,2,136
MIZORAM,2009,EXTORTION,0,0,0,5,0,5,2,0,2,0,0,0,7,0,7
MIZORAM,2009,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2009,ARSON,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
MIZORAM,2009,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2009,CHEATING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2009,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2009,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2009,MOLESTATION,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2
MIZORAM,2009,EVE-TEASING,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
MIZORAM,2009,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2009,OTHER IPC CRIMES,0,0,0,13,0,13,7,0,7,0,0,0,20,0,20
MIZORAM,2009,TOTAL IPC,0,0,0,169,0,169,58,2,60,6,0,6,233,2,235
MIZORAM,2010,MURDER,0,0,0,14,0,14,11,0,11,2,0,2,27,0,27
MIZORAM,2010,ATTEMPT TO COMMIT MURDER,0,0,0,5,0,5,3,0,3,0,0,0,8,0,8
MIZORAM,2010,C.H. NOT AMOUNTING TO MURDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2010,RAPE,0,0,0,20,0,20,25,0,25,4,0,4,49,0,49
MIZORAM,2010,KIDNAPPING AND ABDUCTION,0,0,0,3,0,3,5,0,5,0,0,0,8,0,8
MIZORAM,2010,DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2010,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2010,ROBBERY,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
MIZORAM,2010,BURGLARY,0,0,0,14,0,14,0,0,0,0,0,0,14,0,14
MIZORAM,2010,THEFTS,0,0,0,101,1,102,39,0,39,0,0,0,140,1,141
MIZORAM,2010,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2010,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2010,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2010,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2010,CHEATING,0,0,0,7,0,7,9,0,9,0,0,0,16,0,16
MIZORAM,2010,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2010,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2010,MOLESTATION,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
MIZORAM,2010,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2010,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2010,OTHER IPC CRIMES,0,0,0,7,2,9,1,0,1,0,0,0,8,2,10
MIZORAM,2010,TOTAL IPC,0,0,0,171,3,174,94,0,94,7,0,7,272,3,275
MIZORAM,2011,MURDER,0,0,0,17,0,17,15,0,15,3,0,3,35,0,35
MIZORAM,2011,ATTEMPT TO COMMIT MURDER,0,0,0,6,1,7,5,0,5,0,0,0,11,1,12
MIZORAM,2011,C.H. NOT AMOUNTING TO MURDER,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2
MIZORAM,2011,RAPE,0,0,0,14,0,14,10,0,10,12,0,12,36,0,36
MIZORAM,2011,KIDNAPPING AND ABDUCTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2011,DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2011,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2011,ROBBERY,0,0,0,2,0,2,2,0,2,0,0,0,4,0,4
MIZORAM,2011,BURGLARY,0,0,0,14,0,14,1,0,1,0,0,0,15,0,15
MIZORAM,2011,THEFTS,0,0,0,112,0,112,21,0,21,7,0,7,140,0,140
MIZORAM,2011,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2011,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2011,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2011,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2011,CHEATING,0,0,0,7,0,7,9,0,9,0,0,0,16,0,16
MIZORAM,2011,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2011,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2011,MOLESTATION,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
MIZORAM,2011,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2011,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2011,OTHER IPC CRIMES,0,0,0,3,0,3,1,0,1,0,0,0,4,0,4
MIZORAM,2011,TOTAL IPC,0,0,0,177,1,178,65,0,65,22,0,22,264,1,265
MIZORAM,2012,MURDER,0,0,0,18,0,18,20,0,20,5,0,5,43,0,43
MIZORAM,2012,ATTEMPT TO COMMIT MURDER,0,0,0,3,0,3,7,0,7,0,0,0,10,0,10
MIZORAM,2012,C.H. NOT AMOUNTING TO MURDER,0,0,0,5,0,5,6,0,6,1,0,1,12,0,12
MIZORAM,2012,RAPE,0,0,0,18,0,18,36,0,36,9,0,9,63,0,63
MIZORAM,2012,KIDNAPPING AND ABDUCTION,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
MIZORAM,2012,DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2012,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2012,ROBBERY,0,0,0,1,0,1,3,0,3,0,0,0,4,0,4
MIZORAM,2012,BURGLARY,0,0,0,17,0,17,5,0,5,0,0,0,22,0,22
MIZORAM,2012,THEFTS,0,0,0,46,0,46,29,0,29,0,0,0,75,0,75
MIZORAM,2012,EXTORTION,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
MIZORAM,2012,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2012,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2012,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2012,CHEATING,0,0,0,2,0,2,1,0,1,0,0,0,3,0,3
MIZORAM,2012,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2012,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2012,MOLESTATION,0,0,0,1,0,1,2,0,2,0,0,0,3,0,3
MIZORAM,2012,EVE-TEASING,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
MIZORAM,2012,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2012,OTHER IPC CRIMES,0,0,0,6,0,6,4,0,4,0,0,0,10,0,10
MIZORAM,2012,TOTAL IPC,0,0,0,118,0,118,115,0,115,15,0,15,248,0,248
NAGALAND,2001,MURDER,0,0,0,2,0,2,1,0,1,0,0,0,3,0,3
NAGALAND,2001,ATTEMPT TO COMMIT MURDER,0,0,0,1,0,1,3,0,3,0,0,0,4,0,4
NAGALAND,2001,C.H. NOT AMOUNTING TO MURDER,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
NAGALAND,2001,RAPE,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
NAGALAND,2001,KIDNAPPING AND ABDUCTION,0,0,0,3,0,3,2,0,2,0,0,0,5,0,5
NAGALAND,2001,DACOITY,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
NAGALAND,2001,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2001,ROBBERY,0,0,0,3,0,3,4,0,4,0,0,0,7,0,7
NAGALAND,2001,BURGLARY,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
NAGALAND,2001,THEFTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2001,EXTORTION,0,0,0,3,0,3,6,0,6,0,0,0,9,0,9
